   -0.268847520947456342E+01    0.234022657871246320E+00    0.201541113853454579E+00   -0.192867668628692623E+01    0.148481404781341531E+00    0.389904391765594494E+00    0.352470616633758393E+00   -0.588483711916288848E+04   -0.693147164665378401E+01    1
   -0.281843440532684308E+01    0.184592214226722728E+00    0.265416651964187622E+00   -0.197012975990772254E+01    0.405154252052307151E-01    0.398481369018554688E+00    0.322562761181696744E+00   -0.539248070516314147E+04   -0.693244820915376536E+01    1
   -0.270053761601448050E+01    0.149952468276023876E+00    0.269934841990470908E+00   -0.199628703594207768E+01    0.556647777557373047E-01    0.399585747718811057E+00    0.408688634942495077E+00   -0.506561625469978117E+04   -0.693342477165374582E+01    1
   -0.276784934997558585E+01    0.126476600766181946E+00    0.202150788903236373E+00   -0.195001458525657645E+01    0.968202495574951166E-01    0.399047493934631348E+00    0.332223650996838760E+00   -0.398692678121795052E+04   -0.693440133415372451E+01    1
   -0.277429122924804705E+01    0.207075369358062755E+00    0.155001363158226019E+00   -0.196867844879627230E+01    0.542448878288269015E-01    0.378089380264282238E+00    0.431212038182294921E+00   -0.349538607039511589E+04   -0.693537789665375648E+01    1
   -0.290195187926292419E+01    0.207153754234313980E+00    0.278803047537803605E+00   -0.185385199189186101E+01    0.657249999046325695E-01    0.393254816532135010E+00    0.352312074158694699E+00   -0.338684894960185648E+04   -0.693635445915377691E+01    1
   -0.247439771294593802E+01    0.168675458431243902E+00    0.173069483041763311E+00   -0.190751801788806907E+01    0.139474933147430424E+00    0.203610563278198264E+00    0.347966135466268534E+00   -0.314968329132428880E+04   -0.693733102165377868E+01    1
   -0.295181918144226074E+01    0.172723336815834044E+00    0.150298815965652449E+00   -0.181642588317394260E+01    0.134912445545196547E+00    0.396277904510498047E+00    0.373253904889195187E+00   -0.289154868755541020E+04   -0.693830758415374582E+01    1
   -0.232762001752853376E+01    0.225503277182579037E+00    0.216922205686569225E+00   -0.197600136399269100E+01    0.823690724372863753E-01    0.386747205257415794E+00    0.436507904966090765E+00   -0.285151080158310788E+04   -0.693928414665371829E+01    1
   -0.214578136205673209E+01    0.202467003464698786E+00    0.202557456493377669E+00   -0.173229013085365291E+01    0.149903812408447246E+00    0.201413846015930181E+00    0.349231854558442800E+00   -0.264954733382294626E+04   -0.694026070915372717E+01    1
   -0.281206722259521502E+01    0.223275088667869548E+00    0.228297740221023560E+00   -0.188822271227836613E+01    0.104395079612731936E+00    0.372200071811676025E+00    0.336979365395645325E+00   -0.223895961852705159E+04   -0.694123727165374049E+01    1
   -0.274985933899879464E+01    0.248158583045005793E+00    0.167885193228721613E+00   -0.194677904009819036E+01    0.140421552658081039E+00    0.328750574588775657E+00    0.345634898942543178E+00   -0.220304420916483332E+04   -0.694221383415371740E+01    1
   -0.269371388554573077E+01    0.231941847801208495E+00    0.251585313677787803E+00   -0.179153830587863916E+01    0.132151722908020020E+00    0.389093911647796664E+00    0.469995203812263007E+00   -0.218113765633120556E+04   -0.694319039665372273E+01    1
