

    0.147037225713877040E-98    0.689022703512318458E+03   -0.221818974018096915E+01    0.129520624279975877E+00    0.244958961009979242E+00   -0.146549520432949087E+01    0.561931729316711426E-01    0.392698466777801514E+00    0.411764816826804936E+00
    0.227310527700171085E-98    0.688149487876838521E+03   -0.185522933006286617E+01    0.226115339398384074E+00    0.215534287691116322E+00   -0.122177146673202519E+01    0.919966721534729026E-01    0.274907755851745650E+00    0.316869332692308048E+00
    0.231322231313959935E-98    0.688112545485558371E+03   -0.182686572074890141E+01    0.209151739478111276E+00    0.217734110355377208E+00   -0.140284363329410544E+01    0.794505572319030712E-01    0.301508581638336215E+00    0.371106495791457991E+00
    0.373972621714485626E-98    0.687149850537530028E+03   -0.232215833663940430E+01    0.180569425821304308E+00    0.193778818845748879E+00   -0.195150433599948880E+01    0.303339672088623023E-01    0.257614433765411377E+00    0.371109501425524679E+00
    0.432725802910698945E-98    0.686856054038483308E+03   -0.249420159459114066E+01    0.218733012080192579E+00    0.164354547858238220E+00   -0.106336604595184347E+01    0.125294873714447030E+00    0.395011055469512984E+00    0.397073971369458212E+00
    0.676265465187126954E-98    0.685961138071181040E+03   -0.236990183387763231E+01    0.148635452004099777E+00    0.264737548836345316E+00   -0.199185348158083664E+01    0.398096997151557094E-01    0.254528081424561514E+00    0.378276859908370511E+00
    0.103787692110760684E-97    0.685102491376893227E+03   -0.189929065566038457E+01    0.244634877791643168E+00    0.249555626348926307E+00   -0.126925927458852694E+01    0.100236610785095881E+00    0.262859292252760779E+00    0.392142379224702520E+00
    0.133009834550979146E-97    0.684604386894107279E+03   -0.234682245254516619E+01    0.230593978166580199E+00    0.177225521206855779E+00   -0.123143410503864281E+01    0.793396282196044966E-01    0.303534507751464844E+00    0.382864439060348005E+00
    0.229844392835041402E-97    0.683508474853934104E+03   -0.182498939633369450E+01    0.228249940276145924E+00    0.203010499477386475E+00   -0.958080424666404751E+00    0.149000165462493894E+00    0.330422914028167702E+00    0.353581846334985628E+00
    0.269151154808819382E-97    0.683190780511918206E+03   -0.294135244488716108E+01    0.187570692300796510E+00    0.160744366049766524E+00   -0.112675657093524939E+01    0.871414375305175765E-01    0.272151112556457520E+00    0.458704010547302587E+00
    0.463944711642313272E-97    0.682099842879701214E+03   -0.220964544316171541E+01    0.145687149338045718E+00    0.259961475606049652E+00   -0.153829013223635758E+01    0.859437634009057316E-01    0.316909129039180948E+00    0.382497329045657808E+00
    0.902125572090233124E-97    0.680767913081966412E+03   -0.202217648625373858E+01    0.144808836579322808E+00    0.150463771820068343E+00   -0.174695362627506245E+01    0.380632352828979489E-01    0.324736797809600852E+00    0.421698443136219125E+00
    0.181547658380520193E-96    0.679367260822388630E+03   -0.271890555957091529E+01    0.243905439979758221E+00    0.155526040584463038E+00   -0.105263045753367068E+01    0.919110804576329654E-01    0.281921978149886343E+00    0.356608107031731014E+00
    0.202723928310124166E-96    0.679144653908290252E+03   -0.215779585005718300E+01    0.198258320389918863E+00    0.150736502793345023E+00   -0.143106382959904943E+01    0.538994222042026988E-01    0.352671236619256145E+00    0.262074057555827133E+00
    0.229587444779275632E-96    0.678893823012213488E+03   -0.195470350384712210E+01    0.203665177822113019E+00    0.297286739945411660E+00   -0.100031128883361831E+01    0.136772439479827868E+00    0.233123517036437994E+00    0.353027803457220291E+00
    0.287881145948910039E-96    0.678439342432520561E+03   -0.235870468434430558E+01    0.140233144393663134E+00    0.222845295861140907E+00   -0.125099579567656161E+01    0.131354508393492109E+00    0.341442971025555542E+00    0.411176642186410812E+00
    0.410081242808246763E-96    0.677729774135560774E+03   -0.217819663882255554E+01    0.153004131913185126E+00    0.250198227167129528E+00   -0.131592150390148177E+01    0.112859523296356193E+00    0.362145566940307639E+00    0.372666931801644230E+00
    0.411753357118210453E-96    0.677719682552445647E+03   -0.190604552626609802E+01    0.234590336084365858E+00    0.221063017845153809E+00   -0.115977661132812493E+01    0.109127883911132803E+00    0.291709721088409424E+00    0.331475540431506122E+00
    0.415893270901698261E-96    0.677697721138056636E+03   -0.286707045435905439E+01    0.162327763438224804E+00    0.188834470510482771E+00   -0.118578244447708148E+01    0.410989022254943798E-01    0.394927978515625000E+00    0.434754915207776760E+00
    0.503245473556616320E-96    0.677314469206966919E+03   -0.265361281644824976E+01    0.218824671696908668E+00    0.197669267585073610E+00   -0.143278328890615159E+01    0.654420410843746803E-01    0.357768307643877681E+00    0.341184152340832048E+00
    0.697527654521579731E-96    0.676659587900141446E+03   -0.241997058987617475E+01    0.135928696393966680E+00    0.243739897012710566E+00   -0.134820397973060624E+01    0.117698678970336909E+00    0.328272247314453147E+00    0.411787631810302424E+00
    0.157205517501933747E-95    0.675032440955107859E+03   -0.226902081370353681E+01    0.174492498040199284E+00    0.171379414200782759E+00   -0.117858503699302686E+01    0.853417897224426208E-01    0.369213438034057650E+00    0.423601397458175044E+00
    0.234881880004456417E-95    0.674227430287091238E+03   -0.181880065540890556E+01    0.192915533648134796E+00    0.283114136842837372E+00   -0.195214820439066883E+01    0.378254993382761140E-01    0.357006558542987740E+00    0.428291538225721968E+00
    0.253710712752591450E-95    0.674071253277534993E+03   -0.170140670545993467E+01    0.178024002831808803E+00    0.154848065991312650E+00   -0.991583491774306047E+00    0.105305891178279681E+00    0.297342742564242146E+00    0.352561660339868965E+00
    0.435763555365667144E-95    0.672987489952008218E+03   -0.198387389779090872E+01    0.127705699801445000E+00    0.150612008571624739E+00   -0.128779480874538432E+01    0.609529280662536588E-01    0.215186977386474632E+00    0.306424679615325213E+00
    0.482816060137798934E-95    0.672780464904597352E+03   -0.198728971481323247E+01    0.191975882053375235E+00    0.162209656834602339E+00   -0.166488501310348513E+01    0.391859579086303728E-01    0.328186058998107932E+00    0.377363897250339198E+00
    0.589017105049973519E-95    0.672380872837968127E+03   -0.191251297593116765E+01    0.168066301941871638E+00    0.249520298838615429E+00   -0.105582446813583397E+01    0.121620340347290037E+00    0.231508433818817139E+00    0.400056516230574588E+00
    0.654739899123944040E-95    0.672167354048700076E+03   -0.278623368740081778E+01    0.237154302597045896E+00    0.226136058568954468E+00   -0.108304449081420895E+01    0.136645023822784428E+00    0.338592672348022483E+00    0.328920590416267422E+00
    0.659136616270842758E-95    0.672152015393150577E+03   -0.238057397603988630E+01    0.235726002454757694E+00    0.271862527728080727E+00   -0.162609241187572495E+01    0.704405236244201594E-01    0.232155263423919678E+00    0.279837570304275862E+00
    0.123744265064128781E-94    0.670890319610186111E+03   -0.178961849212646484E+01    0.203085210323333737E+00    0.222015640139579751E+00   -0.104197012364864361E+01    0.119410021305084227E+00    0.267733442783355757E+00    0.379179373905016714E+00
    0.139050921777645189E-94    0.670655120180569156E+03   -0.175995118021965014E+01    0.181383145451545713E+00    0.232547771930694591E+00   -0.100078917086124441E+01    0.126944539546966551E+00    0.243898749351501465E+00    0.482573168042400524E+00
    0.143960466000861424E-94    0.670583770034659892E+03   -0.185244432687759386E+01    0.225756307840347281E+00    0.177831199765205367E+00   -0.166953958272933956E+01    0.353315377235412578E-01    0.363923168182373080E+00    0.309655316784912815E+00
    0.167257792533494863E-94    0.670281821770000647E+03   -0.186006577610969548E+01    0.126802476048469531E+00    0.280795356631278969E+00   -0.150790834248065941E+01    0.113087918758392331E+00    0.354618883132934604E+00    0.361550458474271807E+00
    0.219197731110053083E-94    0.669738992816613631E+03   -0.292058448195457476E+01    0.155774575471878063E+00    0.288714596629142783E+00   -0.119054426133632685E+01    0.899674129486083968E-01    0.379319870471954368E+00    0.374677608787269134E+00
    0.220174061643151598E-94    0.669728151254475279E+03   -0.255378062285555663E+01    0.192199352161007864E+00    0.269080408146751049E+00   -0.110415142359493612E+01    0.971530785802571101E-01    0.395247032242545260E+00    0.377595791751844267E+00
    0.568161720116629570E-94    0.667830222781680163E+03   -0.263233967423439008E+01    0.189832804203033445E+00    0.168284118175506592E+00   -0.158219686686992644E+01    0.330266833305358845E-01    0.361171269416809104E+00    0.405956073858345146E+00
