   -0.268847520947456342E+01    0.234022657871246320E+00    0.201541113853454579E+00   -0.192867668628692623E+01    0.148481404781341531E+00    0.389904391765594494E+00    0.352470616633758393E+00   -0.163461655732547515E+05   -0.693147164665378401E+01    1
   -0.281843440532684308E+01    0.184592214226722728E+00    0.265416651964187622E+00   -0.197012975990772254E+01    0.405154252052307151E-01    0.398481369018554688E+00    0.322562761181696744E+00   -0.149266590647619596E+05   -0.693244820915376536E+01    1
   -0.270053761601448050E+01    0.149952468276023876E+00    0.269934841990470908E+00   -0.199628703594207768E+01    0.556647777557373047E-01    0.399585747718811057E+00    0.408688634942495077E+00   -0.137620963192457984E+05   -0.693342477165374582E+01    1
   -0.276784934997558585E+01    0.126476600766181946E+00    0.202150788903236373E+00   -0.195001458525657645E+01    0.968202495574951166E-01    0.399047493934631348E+00    0.332223650996838760E+00   -0.124688619240776425E+05   -0.693440133415372451E+01    1
   -0.295181918144226074E+01    0.172723336815834044E+00    0.150298815965652449E+00   -0.181642588317394260E+01    0.134912445545196547E+00    0.396277904510498047E+00    0.373253904889195187E+00   -0.107403671284717166E+05   -0.693537789665375648E+01    1
   -0.290195187926292419E+01    0.207153754234313980E+00    0.278803047537803605E+00   -0.185385199189186101E+01    0.657249999046325695E-01    0.393254816532135010E+00    0.352312074158694699E+00   -0.104029635839350794E+05   -0.693635445915377691E+01    1
   -0.232762001752853376E+01    0.225503277182579037E+00    0.216922205686569225E+00   -0.197600136399269100E+01    0.823690724372863753E-01    0.386747205257415794E+00    0.436507904966090765E+00   -0.922091700252913688E+04   -0.693733102165377868E+01    1
   -0.277429122924804705E+01    0.207075369358062755E+00    0.155001363158226019E+00   -0.196867844879627230E+01    0.542448878288269015E-01    0.378089380264282238E+00    0.431212038182294921E+00   -0.894721319532441157E+04   -0.693830758415374582E+01    1
   -0.269371388554573077E+01    0.231941847801208495E+00    0.251585313677787803E+00   -0.179153830587863916E+01    0.132151722908020020E+00    0.389093911647796664E+00    0.469995203812263007E+00   -0.890757114450333393E+04   -0.693928414665371829E+01    1
   -0.224049029946327227E+01    0.249650754928588875E+00    0.196976521611213679E+00   -0.164725299894809729E+01    0.122797608375549316E+00    0.399949085712432872E+00    0.394561815950793926E+00   -0.722165218697784167E+04   -0.694026070915372717E+01    1
