log10_mej_dyn vej_dyn Yedyn log10_mej_wind vej_wind Yewind inclination_EM timeshift luminosity_distance Ebv log_likelihood log_prior
-2.910611128654765 0.12043304731639955 0.26467376782075763 -1.1426871782429786 0.06552705627156286 0.29411566265179523 0.3711047779265934 0.0 40.0 0.0 -99.45458294482135 9.513204602897147
-2.4996905505657194 0.22035343885421754 0.2752435147762299 -1.235891580581665 0.04619624376296997 0.21278512477874756 0.4606199836521285 0.0 40.0 0.0 -99.38634299571127 7.4393798973985295
-2.7739304158459865 0.1917130986903029 0.2853304308048292 -1.3464874092374715 0.03857851560220116 0.26005163388367014 0.3065679538952004 0.0 40.0 0.0 -98.73928321897135 8.397327497570275
-2.3600017314914403 0.12691542847576867 0.2625550718622628 -1.1745193884147307 0.05226758955865636 0.32041598921253894 0.43748061342351374 0.0 40.0 0.0 -98.37015110185504 8.378820068518298
-2.297178658255849 0.22945123447656662 0.20409590736701105 -1.2969681471387344 0.03099906019633025 0.33402128885114224 0.35811084532215154 0.0 40.0 0.0 -97.91926509879086 9.464423790764407
-1.9705501114899737 0.24168658783304964 0.2245439303795626 -1.3691914258261286 0.032375639213239 0.33262765328973964 0.33596469152978203 0.0 40.0 0.0 -97.88583640287601 9.176905365278444
-2.4932926995716826 0.20727376816467236 0.27077707483539043 -1.3592344434478925 0.034708446713622956 0.32165751722961966 0.35668449535154817 0.0 40.0 0.0 -97.86375136338775 9.453667340580933
-2.4963965923552425 0.12659988034933714 0.21597924029541962 -1.095307762285865 0.048008978541182606 0.2650660250266426 0.4257385192912978 0.0 40.0 0.0 -97.81960126523644 8.747973700511121
-2.038787915266713 0.14527509381603382 0.2554245664794946 -0.9791939913771388 0.03844930158981882 0.39444222226497505 0.35243101156930495 0.0 40.0 0.0 -97.76526656798443 9.415246023701739
-2.8894500298599293 0.1363397675958503 0.2854826093217021 -1.2606522251159373 0.04039219523648422 0.3368456441513199 0.34315818164066436 0.0 40.0 0.0 -97.55141339308963 9.29854516918893
-2.1267320318357497 0.1253403168767394 0.20627099167062676 -1.0301355785178432 0.04744389038410446 0.2593029122914199 0.3683937067600188 0.0 40.0 0.0 -97.51300606975072 9.510348243061827
-2.8791964907679004 0.1747805817875819 0.29121456745358854 -1.3628557787817543 0.03776782814894822 0.2742118361001118 0.3566911248296958 0.0 40.0 0.0 -97.47065575722398 9.453719806902853
-1.7895450656339378 0.15692005163447367 0.20470173600572844 -1.0039473010673194 0.03668257907048045 0.21554186492323127 0.3409412806270636 0.0 40.0 0.0 -97.41421459235126 9.263955457071845
-2.2992348644537723 0.18993872105985377 0.23251840544441776 -1.1594254510858115 0.03764643252278868 0.20751143753332862 0.39325103571131276 0.0 40.0 0.0 -97.26077079795238 9.391963742813633
-2.646002142439856 0.16867188990088156 0.25495778007975245 -1.3504304259217146 0.03249383828048319 0.28136302834057214 0.4465801621850608 0.0 40.0 0.0 -97.16429057842166 8.042937436761859
-1.7302764349806752 0.12297303405261943 0.29518809215875647 -1.4160285693482384 0.051066466543123815 0.27523226225108044 0.3893549692114021 0.0 40.0 0.0 -97.13952194944913 9.431966607241025
-2.533046579274213 0.16276419082243002 0.2433491927969264 -1.425542591126034 0.031643010145485914 0.30739241676807977 0.3437998932487196 0.0 40.0 0.0 -97.13804912912298 9.308075863668012
-2.506780759358735 0.1403973145093953 0.23634706352465762 -1.437509201352039 0.03622719677500859 0.24502121286459064 0.3432387383456176 0.0 40.0 0.0 -96.94521975025282 9.299753468462772
-2.1711542587416464 0.13756772264880313 0.28644148535579095 -1.4201294451428756 0.0409082992552461 0.2901281461484819 0.35058209465813633 0.0 40.0 0.0 -96.81513535900137 9.395581783879347
-2.332328274634023 0.2416703539203539 0.2223539550086778 -1.4129636929709495 0.03333502262224143 0.33307300494330083 0.38975511025443504 0.0 40.0 0.0 -96.80449916944936 9.428225534688366
-1.7458943633603676 0.1548074431777021 0.2149641526674587 -1.3492762882629004 0.03155643444530391 0.2795819804835917 0.3096362610531363 0.0 40.0 0.0 -96.74045992195916 8.499912321168342
-2.1228993141835075 0.12758755073510394 0.18839244591101492 -1.1095043602112087 0.04051457258213058 0.3689179111504066 0.39482118962105295 0.0 40.0 0.0 -96.7388020081771 9.373588131327656
-2.0251036245260448 0.16663733556152677 0.26750026674957644 -1.3251609967327211 0.032470611868723805 0.23582135206529448 0.3382380602346026 0.0 40.0 0.0 -96.6011642612815 9.218284882814997
-2.5627468784858003 0.13425190233173986 0.22685104182062804 -1.2258289614176672 0.03498912805166465 0.31787543427743287 0.4192899210924755 0.0 40.0 0.0 -96.52042780699989 8.919900820615014
-2.7496098427104134 0.1346818498215043 0.2626815541863779 -1.4349118518999409 0.0339538976691826 0.30155755164472625 0.479136994035288 0.0 40.0 0.0 -96.48109794473672 6.4850280453913705
-2.0249172222050587 0.24522448819864498 0.2813624005706189 -1.5335161816553962 0.030914901256191406 0.3201303813413756 0.3981566435528541 0.0 40.0 0.0 -96.3409016483092 9.330255926083815
-2.6031075813192075 0.1619210240466133 0.27923406022504504 -1.3664208943733547 0.03361037026175007 0.2729083274894818 0.4299422268915744 0.0 40.0 0.0 -96.23742168095274 8.624137862114074
