   -0.204373015349438347E+01    0.249278652913030363E+00    0.291642078158997453E+00   -0.178118515459027593E+01    0.300631636757939420E-01    0.202557135971961594E+00    0.313389515679077080E+00   -0.511580072327491052E+03
   -0.195984855596266994E+01    0.247554778784276841E+00    0.297961895431954837E+00   -0.177850552663660588E+01    0.301170136715617973E-01    0.201984484045576257E+00    0.341104195062900351E+00   -0.509132664685907457E+03
   -0.204616021944074555E+01    0.248690637951157673E+00    0.297050246795674378E+00   -0.175575795492238096E+01    0.302254341485210937E-01    0.202606437814082857E+00    0.340028883840254759E+00   -0.509054910081287517E+03
   -0.203810407437859631E+01    0.248744978970619368E+00    0.292579082829794168E+00   -0.176487027573277522E+01    0.300486246179233647E-01    0.202011495618326736E+00    0.356303549486682136E+00   -0.508142896805829992E+03
   -0.202983148605708941E+01    0.248807650733808977E+00    0.294967107581472265E+00   -0.175684529538311907E+01    0.300873185836999686E-01    0.202088987092811562E+00    0.369651058162472290E+00   -0.507684171740465047E+03
   -0.199161261798109002E+01    0.249370936117726955E+00    0.297662899899701294E+00   -0.177347088399288499E+01    0.303173073983601001E-01    0.200473810308104183E+00    0.355049853280425709E+00   -0.507143642573229670E+03
   -0.197318337356999662E+01    0.249187615066379292E+00    0.294855484232075082E+00   -0.178168310169533228E+01    0.302180074278132413E-01    0.200946444109257327E+00    0.345428836177512910E+00   -0.506678804523613564E+03
   -0.201875457971968064E+01    0.247956030091936314E+00    0.294226367658477650E+00   -0.178177717606581698E+01    0.300502681268539802E-01    0.201984641523651920E+00    0.341815771581927774E+00   -0.506616221149209139E+03
   -0.197536651700507804E+01    0.247397056652688185E+00    0.298109562808891893E+00   -0.177282558020587921E+01    0.301061194959059072E-01    0.200995583074645684E+00    0.384079797501991616E+00   -0.506578457497185354E+03
   -0.208738913729648656E+01    0.248017820634235109E+00    0.298755860006969853E+00   -0.177351956304540503E+01    0.300724520207038375E-01    0.202686044360382289E+00    0.316204757845727491E+00   -0.506082095243503545E+03
   -0.215444777567795320E+01    0.249803911743812751E+00    0.299322429642028431E+00   -0.175582841881312457E+01    0.300661028290948457E-01    0.202607285378825303E+00    0.342913485955185060E+00   -0.505973628746350983E+03
   -0.194769586245005333E+01    0.249193584983273209E+00    0.295329179386089269E+00   -0.178113619841404014E+01    0.300673476414299416E-01    0.200189851183065176E+00    0.396935407936792051E+00   -0.505971072740068735E+03
   -0.203542969018126740E+01    0.249242447370254860E+00    0.298900661208885587E+00   -0.176600081246063656E+01    0.302390346942818106E-01    0.201721958069747964E+00    0.375703694511824005E+00   -0.505876969456617815E+03
   -0.205774962916804594E+01    0.248698537150098042E+00    0.297249003734109785E+00   -0.178037515835375992E+01    0.300469827171785039E-01    0.202449197765685929E+00    0.368313539079246299E+00   -0.505786632341168342E+03
   -0.208127033867825695E+01    0.247928132247875549E+00    0.298854311189083344E+00   -0.175580309603548335E+01    0.301011786339255537E-01    0.203051046882246677E+00    0.350482661858501299E+00   -0.505753884658872835E+03
   -0.210429013524423336E+01    0.248976731203063489E+00    0.297994490714115490E+00   -0.176937113323839079E+01    0.300326621159649268E-01    0.203610539947748997E+00    0.349289489823432719E+00   -0.505719366993892265E+03
   -0.199064155068020310E+01    0.247922472353811735E+00    0.296965312088559863E+00   -0.177153930492049438E+01    0.300045993725809902E-01    0.202542672756987924E+00    0.375908068517255056E+00   -0.505701779458036526E+03
   -0.208083988723256308E+01    0.249608908067022101E+00    0.295008727404281745E+00   -0.175371262738141165E+01    0.301222620403936263E-01    0.202640044544938724E+00    0.340314167071410822E+00   -0.505685439382428854E+03
   -0.207239766136819448E+01    0.249595211782468851E+00    0.294946081337747357E+00   -0.177423022127533070E+01    0.301065330732884252E-01    0.202842501669032699E+00    0.336459740637789384E+00   -0.505681830658871547E+03
   -0.204479250505180188E+01    0.249489501392120505E+00    0.294942419323142579E+00   -0.175737548273368471E+01    0.300662965725398863E-01    0.202521702369679868E+00    0.372475987500995420E+00   -0.505648259866341959E+03
   -0.205437924276614181E+01    0.249491994759986763E+00    0.292233832651706882E+00   -0.177462641518332154E+01    0.300953034772397481E-01    0.201517674851323242E+00    0.321861713321315746E+00   -0.505568353487696641E+03
   -0.204673684310509740E+01    0.249121730970179561E+00    0.295700228956754629E+00   -0.177950875700408884E+01    0.301500100428646160E-01    0.201795031433390198E+00    0.339755194414015971E+00   -0.505554636604668190E+03
   -0.205851931938087107E+01    0.248694665437683732E+00    0.296046414114506495E+00   -0.176273261576302009E+01    0.300286067132391719E-01    0.203090923369571880E+00    0.364623010699454686E+00   -0.505539584741793192E+03
   -0.203938181198535329E+01    0.248627893332264177E+00    0.296236343042891037E+00   -0.176509096574466717E+01    0.300112394799532285E-01    0.202854809955106269E+00    0.384113548768998170E+00   -0.505438661545596233E+03
   -0.207424772724944750E+01    0.248729712412411930E+00    0.298466816002697255E+00   -0.175196728059942153E+01    0.300620067662933851E-01    0.203153671179030743E+00    0.351515626968851691E+00   -0.505399617273676654E+03
   -0.210071453305166056E+01    0.249836735159416123E+00    0.292958788855640639E+00   -0.177360571671517686E+01    0.300447918191760685E-01    0.202242476925162340E+00    0.306149229606064055E+00   -0.505384375712747385E+03
