

    0.697612409608882553E-09    0.322076645522223998E+03   -0.292015861637511520E+01    0.201199957578847788E+00    0.253962167247692938E+00   -0.144919181496962768E+01    0.306144527004455665E-01    0.225013326587346435E+00    0.484381706732374462E+00
    0.697434536278777984E-09    0.322075089420414940E+03   -0.219163629431370044E+01    0.216907284070574274E+00    0.277190362482346297E+00   -0.109382721301102537E+01    0.332129243686393807E-01    0.203488819646324981E+00    0.880373789205834312E+00
    0.697333221145459532E-09    0.322073313862428392E+03   -0.287765147387855702E+01    0.225604693739610479E+00    0.259264097564110507E+00   -0.120844066879814749E+01    0.340705371301779150E-01    0.213357348739220576E+00    0.538511027284340638E+00
    0.696895044890421001E-09    0.322072504861590289E+03   -0.190941434789812692E+01    0.141137708408680201E+00    0.269296474443386724E+00   -0.140003308079538513E+01    0.310792464877467506E-01    0.206011469180423040E+00    0.537854545435116904E+00
    0.698394686131713761E-09    0.322066139590564376E+03   -0.269245166475867981E+01    0.230481684508395568E+00    0.284003611133628597E+00   -0.131858933911082832E+01    0.317773340760562559E-01    0.224803627821558744E+00    0.616505903757086471E+00
    0.703040587849205737E-09    0.322050813015893254E+03   -0.270231094141418815E+01    0.162687638142722718E+00    0.283405035877367206E+00   -0.112518760511780513E+01    0.328984182908806724E-01    0.214660026157114631E+00    0.772447720447181463E+00
    0.707804804039573079E-09    0.322035239440544615E+03   -0.281283012810343225E+01    0.126551019455926117E+00    0.264748978565502724E+00   -0.115687034031558467E+01    0.325265473762394453E-01    0.231339172138839866E+00    0.535594354167075681E+00
    0.713460578270293410E-09    0.322017255666801589E+03   -0.238965654341249500E+01    0.227541803606156390E+00    0.296161186492074457E+00   -0.121787986732000419E+01    0.326787166612527089E-01    0.219756884769032795E+00    0.980726980972509210E+00
    0.716166771541790839E-09    0.322007617797511273E+03   -0.292523645702899815E+01    0.130514722581352161E+00    0.291998377895841266E+00   -0.107615212586729259E+01    0.308216025855282925E-01    0.241116385589034365E+00    0.880433607297382070E+00
    0.716964223439233926E-09    0.322003325920221073E+03   -0.228561948191602848E+01    0.211800724808631047E+00    0.224264648994107640E+00   -0.156724991344793496E+01    0.309564510676376414E-01    0.209652280944785496E+00    0.172411915950749672E+00
    0.723012122940326089E-09    0.321984459708938402E+03   -0.237426621755979905E+01    0.126983856414966234E+00    0.286393042494622496E+00   -0.117769407495615974E+01    0.324176822683778509E-01    0.229783341532649787E+00    0.719301839068186566E+00
    0.730199446917850438E-09    0.321962610148812814E+03   -0.222556546939426436E+01    0.155287226132275274E+00    0.298138623419444360E+00   -0.108904298615565232E+01    0.351801190299732697E-01    0.213107946626938938E+00    0.665163205886876163E+00
    0.732554700379164980E-09    0.321954103427897053E+03   -0.261906764728999386E+01    0.125737136996555476E+00    0.245129562653771504E+00   -0.105236882712646862E+01    0.328484413760987276E-01    0.208481594948715709E+00    0.731546914286660743E+00
    0.732864187235137059E-09    0.321951192538421878E+03   -0.267276758960548966E+01    0.178282633938909474E+00    0.275379488364948632E+00   -0.127136927787872356E+01    0.330835417983602262E-01    0.216676894715100626E+00    0.491535841376951665E+00
