   -0.260135524135020857E+01    0.134272198102514229E+00    0.275090662764619687E+00   -0.123620215822314150E+01    0.316078811397760354E-01    0.222023579016347006E+00    0.401090659592344467E+00   -0.152632373110598365E+03
   -0.211239895269370370E+01    0.121453158150018045E+00    0.279969070451956181E+00   -0.111202329906241015E+01    0.384350334766542720E-01    0.208760750635855391E+00    0.407366306621435581E+00   -0.152529910313175264E+03
   -0.241196727878581463E+01    0.175386057175288157E+00    0.264657612304737444E+00   -0.121926185730424996E+01    0.315277506776515393E-01    0.204487714487852495E+00    0.432364586689363173E+00   -0.152416402434527129E+03
   -0.243686788505931684E+01    0.233097092591144778E+00    0.258432080311969736E+00   -0.131952452278745858E+01    0.335979445161455545E-01    0.206782488964220856E+00    0.335688687110161643E+00   -0.151683541938096425E+03
   -0.230934533882035486E+01    0.196828006778552556E+00    0.275635806503655933E+00   -0.137592730740198443E+01    0.332648461976224469E-01    0.206844097545322236E+00    0.331914337380658953E+00   -0.151443095168145760E+03
   -0.195964196785698830E+01    0.225844508953541662E+00    0.297123373042063155E+00   -0.140114692969643406E+01    0.349772326490565347E-01    0.208425599993483202E+00    0.375888513416042347E+00   -0.151051136147415008E+03
   -0.275718842864084701E+01    0.226771826057861781E+00    0.288854870831338373E+00   -0.133907501411413232E+01    0.343903694526025913E-01    0.209050354140876193E+00    0.294387249395411776E+00   -0.150829862900535346E+03
   -0.206311537548958057E+01    0.234065228731493796E+00    0.244585695969181921E+00   -0.141472812718478225E+01    0.326696730396442286E-01    0.202265937350969094E+00    0.332055037557494326E+00   -0.150793412168873061E+03
   -0.262806761197035321E+01    0.134458264488333978E+00    0.282816583911429220E+00   -0.124723152315978636E+01    0.330110644551226337E-01    0.218908402113320910E+00    0.351047027277274992E+00   -0.150690688970552401E+03
   -0.197802187248668337E+01    0.123880146219973078E+00    0.273377370982482271E+00   -0.122086845632222341E+01    0.334047741174208560E-01    0.203157057120755824E+00    0.377835149272641446E+00   -0.150682476687531590E+03
   -0.299101409698787135E+01    0.135729229436677451E+00    0.256754940515444563E+00   -0.119473439338254384E+01    0.320554128373219741E-01    0.215658382831062034E+00    0.448102893513092626E+00   -0.150489802613902441E+03
   -0.267009408677758264E+01    0.249255669583949513E+00    0.298265289240867537E+00   -0.159239788455049158E+01    0.316242551532431998E-01    0.224056681238055111E+00    0.344699382414827504E+00   -0.150270362765545144E+03
   -0.199313864309677902E+01    0.235786002685521634E+00    0.294822683458490054E+00   -0.141855425887677167E+01    0.333470224873185853E-01    0.202111057790166637E+00    0.347109466143737277E+00   -0.150124789648977924E+03
   -0.216913312249169055E+01    0.234165531990833009E+00    0.268624973297410141E+00   -0.130715546079246980E+01    0.362245566782580034E-01    0.201611313734113756E+00    0.470690050665062032E+00   -0.149961828199871661E+03
   -0.211929499191078330E+01    0.237835974894520130E+00    0.270701857007917823E+00   -0.153646301652860084E+01    0.332776400084711932E-01    0.209058983751087057E+00    0.325326329581056228E+00   -0.149953596781253765E+03
   -0.232939305131729668E+01    0.154349522994419702E+00    0.259396194174835615E+00   -0.125280170140551905E+01    0.309663280216490901E-01    0.207866518343291645E+00    0.363962515571662537E+00   -0.149935700999444890E+03
   -0.209421972745584650E+01    0.211623547375228260E+00    0.274032795387068595E+00   -0.134896011273676897E+01    0.332253738819284078E-01    0.206025756487211498E+00    0.385530919700108610E+00   -0.149841148253246615E+03
   -0.283191783520283957E+01    0.214469117088643468E+00    0.287209371254103396E+00   -0.144292816297246529E+01    0.307742351310461189E-01    0.215031930197786741E+00    0.384792298931245336E+00   -0.149822004547848991E+03
   -0.215440964856914263E+01    0.220652412527680863E+00    0.251534883644811469E+00   -0.147700597811795520E+01    0.303090629509512044E-01    0.208038899202886457E+00    0.291586246930826576E+00   -0.149813462146854164E+03
   -0.219189933859743036E+01    0.235229330091827615E+00    0.262627037043706546E+00   -0.133675391217740569E+01    0.353591790969316755E-01    0.207970734129852869E+00    0.284898659707294499E+00   -0.149752068700018100E+03
   -0.281746025583978188E+01    0.205021276516966833E+00    0.287707268647533154E+00   -0.142566545206976958E+01    0.336935365633290046E-01    0.215308993165215901E+00    0.373717520831861050E+00   -0.149721341177887069E+03
   -0.277957170669829301E+01    0.223892658029968161E+00    0.277894937662042762E+00   -0.127167825241527366E+01    0.369635180490604440E-01    0.205415880894988634E+00    0.356062988449554640E+00   -0.149686399848932439E+03
   -0.254612267641071988E+01    0.217251448565009497E+00    0.282889768672574760E+00   -0.165586582033785090E+01    0.308788490733492640E-01    0.200683535898761062E+00    0.398954073566169909E+00   -0.149673918063565679E+03
   -0.281444962749156025E+01    0.222531081110790618E+00    0.276454451902808263E+00   -0.165578516528868969E+01    0.313582642152255425E-01    0.212723060371599493E+00    0.411977846652685831E+00   -0.149534329608265267E+03
   -0.241223362136059993E+01    0.211812392161642660E+00    0.271067795788156596E+00   -0.153128864565914480E+01    0.305147074771105684E-01    0.215056340295166459E+00    0.342388217483727497E+00   -0.149531038772062260E+03
   -0.212428247725883823E+01    0.124780882905317317E+00    0.279777949071620124E+00   -0.126982838426574718E+01    0.315342821328092951E-01    0.204350230651513337E+00    0.316509588873652437E+00   -0.149507009779659541E+03
   -0.218004507972916128E+01    0.137457001303919080E+00    0.277833770520107604E+00   -0.129281282355046323E+01    0.319918115619437851E-01    0.211994628313518896E+00    0.340569314337524132E+00   -0.149499066854202766E+03
   -0.245224014692902115E+01    0.152894733824319562E+00    0.279567796260630497E+00   -0.129507971212284478E+01    0.324710239574807213E-01    0.209763434643439661E+00    0.355977957090374830E+00   -0.149454296125474144E+03
   -0.193638601427557555E+01    0.246470723058837382E+00    0.287197872492697792E+00   -0.157377994973959567E+01    0.314766233877281990E-01    0.207530492425653079E+00    0.344818914765373186E+00   -0.149449448990151211E+03
   -0.183268104349732375E+01    0.243042609259047776E+00    0.278179606059463957E+00   -0.142579193505017576E+01    0.348675505432235813E-01    0.200722165802094704E+00    0.413498582355059541E+00   -0.149438308175381167E+03
   -0.204887834624453191E+01    0.214779948474117965E+00    0.269023610594209428E+00   -0.148620434002933144E+01    0.308794130135603140E-01    0.200069242641485068E+00    0.354440482339176299E+00   -0.149418696594189271E+03
   -0.234257373193628915E+01    0.241841444698729258E+00    0.293535624242660664E+00   -0.143316226250939582E+01    0.361371738806638074E-01    0.211816579834513158E+00    0.406353015445611532E+00   -0.149411500669910225E+03
