   -0.279640006635999061E+01    0.138537377342645179E+00    0.286799576171979376E+00   -0.125513794206844898E+01    0.301662180198683169E-01    0.220393003062611670E+00    0.370657439221222518E+00   -0.154589232022218198E+03
   -0.265489233536094060E+01    0.177124268631900089E+00    0.261096415383456626E+00   -0.132617773022655738E+01    0.309375332552543833E-01    0.207594523510845064E+00    0.269855996638611317E+00   -0.150761096207254923E+03
   -0.265125860561074056E+01    0.248844598254285065E+00    0.257766573750793149E+00   -0.150394349201518018E+01    0.317564082200583950E-01    0.217266444545859305E+00    0.331931513960899038E+00   -0.150477934631829271E+03
   -0.269021001614595479E+01    0.140459490430105305E+00    0.276454329161509749E+00   -0.120097371859365243E+01    0.325192699946966965E-01    0.204238524839352176E+00    0.422759972702486553E+00   -0.150392204721630350E+03
   -0.296854738833889398E+01    0.144711514770629046E+00    0.271769258149812898E+00   -0.127451044223432142E+01    0.321837269242184684E-01    0.213747779595625326E+00    0.404264646429413843E+00   -0.149973931672462044E+03
   -0.261586308916485022E+01    0.213712931730377920E+00    0.289085448430269176E+00   -0.134990417440492738E+01    0.352250993566998460E-01    0.204568037809087583E+00    0.447302762735701298E+00   -0.149972036256561410E+03
   -0.214019611794184828E+01    0.213707482924573755E+00    0.293465948709745517E+00   -0.166446774744074300E+01    0.311986148399327132E-01    0.200365609781867793E+00    0.397172055643998823E+00   -0.149864496989347259E+03
   -0.278705736929304804E+01    0.136740639432003097E+00    0.277356345428311890E+00   -0.118570606018838398E+01    0.329827229591128923E-01    0.211069846819970652E+00    0.376812737132710629E+00   -0.149612255226555789E+03
   -0.210913559513567161E+01    0.162776860666565437E+00    0.297013087792695862E+00   -0.144240532381889741E+01    0.310939546574403383E-01    0.205240305210553781E+00    0.419018273061640301E+00   -0.149382635636052669E+03
   -0.286841197707576212E+01    0.175070822535903614E+00    0.279116091266776223E+00   -0.129776114111122776E+01    0.318646372813556761E-01    0.207834840238472207E+00    0.384327803283325942E+00   -0.149288784289299031E+03
   -0.265553581600008082E+01    0.244135606037724745E+00    0.228172339234706756E+00   -0.144279361872926226E+01    0.321552697937304843E-01    0.207671878788625419E+00    0.310280641381921296E+00   -0.149205964592927671E+03
   -0.258992861471226643E+01    0.174019225896428209E+00    0.292238721512639632E+00   -0.139392374949053766E+01    0.300929726980791248E-01    0.212660481547406438E+00    0.425994080590947344E+00   -0.149189791220506009E+03
