

    0.391233957620418585E-02    0.285534980972540836E+03   -0.282665076957617556E+01    0.131211519747949507E+00    0.299464647599012368E+00   -0.122413343654836115E+01    0.324403729818160680E-01    0.210889320060969471E+00    0.433039795946771056E+00
    0.400625481000413917E-02    0.285487529349958379E+03   -0.272315916618845755E+01    0.146922373290487185E+00    0.282078073774486238E+00   -0.132645690397171401E+01    0.309397805145054453E-01    0.206764372151214515E+00    0.386516651052471572E+00
    0.434820634385849059E-02    0.285323716183936597E+03   -0.259075667555036748E+01    0.136803708618090936E+00    0.295288878468749627E+00   -0.130857518939501505E+01    0.309108425979942383E-01    0.209201725678753947E+00    0.377575167438866155E+00
    0.399383326322179030E-02    0.285493740059965830E+03   -0.270123303310544216E+01    0.155237274975096845E+00    0.291224709262982717E+00   -0.136195066912585849E+01    0.305978367091111446E-01    0.207387426184851731E+00    0.381436451659471543E+00
    0.473054422607803362E-02    0.285155162526075571E+03   -0.265822126460165054E+01    0.138026428370728260E+00    0.284763401828376561E+00   -0.137199852000844480E+01    0.302185871710365130E-01    0.208696325455468318E+00    0.366399415593965327E+00
    0.393693193125926877E-02    0.285522439589945861E+03   -0.265110146383630907E+01    0.149850673198794471E+00    0.285990944149037973E+00   -0.132659984749611493E+01    0.309993426720800054E-01    0.207162288185574611E+00    0.375735662107283264E+00
    0.444974645964755795E-02    0.285277548796190956E+03   -0.267490215496140049E+01    0.147647555257287205E+00    0.292626075234555749E+00   -0.133614438553260495E+01    0.304841688459277400E-01    0.207376512240866062E+00    0.367808765959848516E+00
    0.687528714740152230E-02    0.284407376215430361E+03   -0.264649757297198107E+01    0.141922118322219237E+00    0.293466044540778181E+00   -0.135310914479218880E+01    0.304732128302365665E-01    0.206876485429900864E+00    0.372945804110047185E+00
    0.455983613420290340E-02    0.285228669659783122E+03   -0.271168806292378228E+01    0.146179961342017661E+00    0.298772617405491214E+00   -0.132605217508089046E+01    0.312220466256490879E-01    0.209117111326492661E+00    0.378952937848652471E+00
    0.522928334366108694E-02    0.284954694553166803E+03   -0.272132994316976307E+01    0.143650023556599615E+00    0.290915698405106449E+00   -0.129961840779552862E+01    0.314028631812798484E-01    0.207818321165428033E+00    0.380631595190772221E+00
    0.449093419184315706E-02    0.285259121553267278E+03   -0.269421631132178563E+01    0.139152610936868981E+00    0.288230713294813201E+00   -0.128219032565561197E+01    0.314343579027906300E-01    0.207966986115457358E+00    0.377288758042758188E+00
